ID|Order Quantity|Sales|Ship Mode|Profit|Unit Price|Customer Name|Province|Customer Segment|Product Category|Product Sub-Category|Product Name
1082|20|310.31|Regular Air|51.5|14.58|Lela Donovan|British Columbia|Corporate|Furniture|Office Furnishings|DAX Clear Channel Poster Frame
1083|35|246.98|Regular Air|-94.78|7.38|Khloe Miller|British Columbia|Corporate|Furniture|Office Furnishings|Eldon? Expressions? Wood Desk Accessories, Oak
1084|35|233.39|Regular Air|-197.39|6.48|Mike Vittorini|British Columbia|Small Business|Office Supplies|Paper|Xerox 1905
1085|23|135.31|Regular Air|-49.32|5.74|Trudy Schmidt|British Columbia|Small Business|Office Supplies|Binders and Binder Accessories|Binder Posts
1086|9|181.66|Regular Air|-27.47|17.98|Mike Vittorini|British Columbia|Small Business|Technology|Office Machines|Canon P1-DHIII Palm Printing Calculator
1087|29|1194.96|Regular Air|107.45|39.98|Tony Chapman|British Columbia|Consumer|Technology|Computer Peripherals|Microsoft Natural Keyboard Elite
1088|6|184.331|Regular Air|-89.2|35.99|Liz Price|British Columbia|Corporate|Technology|Telephones and Communication|Accessory41
1089|23|1223.3795|Express Air|83.57|65.99|Liz Price|British Columbia|Corporate|Technology|Telephones and Communication|i500plus
1090|28|128.69|Regular Air|28.29|4.55|Sarah Bern|British Columbia|Corporate|Office Supplies|Binders and Binder Accessories|Presstex Flexible Ring Binders
1091|17|686.27|Regular Air|-345.36|40.48|Mark Cousins|British Columbia|Home Office|Technology|Computer Peripherals|Keytronic Designer 104- Key Black Keyboard
1092|19|242.63|Regular Air|-36.11|12.44|Shahid Hopkins|British Columbia|Small Business|Office Supplies|Storage & Organization|Eldon Simplefile? Box Office?
1093|45|4729.85|Delivery Truck|2014.82|100.97|Mark Cousins|British Columbia|Home Office|Technology|Office Machines|Hewlett-Packard Deskjet 3820 Color Inkjet Printer
1094|36|4852.05|Delivery Truck|-1197.58|122.99|Giulietta Weimer|British Columbia|Corporate|Furniture|Chairs & Chairmats|Global High-Back Leather Tilter, Burgundy
1095|5|70.33|Regular Air|1.07|15.04|Patrick O'Brill|British Columbia|Home Office|Office Supplies|Paper|White GlueTop Scratch Pads
1096|39|677.518|Regular Air|168.22|20.99|Mark Cousins|British Columbia|Corporate|Technology|Telephones and Communication|Accessory25
1097|9|302.05|Regular Air|-58.81|30.98|Daniel Byrd|British Columbia|Home Office|Technology|Computer Peripherals|Belkin ErgoBoard? Keyboard
1098|24|66.12|Regular Air|4.85|2.88|Rob Dowd|British Columbia|Corporate|Office Supplies|Pens & Art Supplies|Newell 346
1099|34|109.86|Regular Air|19.04|3.38|Mike Vittorini|British Columbia|Small Business|Office Supplies|Pens & Art Supplies|Avery Hi-Liter? Fluorescent Desk Style Markers
1100|49|12979.1|Delivery Truck|2820.44|258.98|John Murray|British Columbia|Small Business|Furniture|Chairs & Chairmats|Global Enterprise? Series Seating Low-Back Swivel/Tilt Chairs
1101|30|2052.82|Regular Air|-870.61|70.71|Khloe Miller|British Columbia|Home Office|Furniture|Office Furnishings|Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats
1102|46|1905.79|Regular Air|675.65|39.48|Kristina Nunn|British Columbia|Consumer|Technology|Computer Peripherals|80 Minute CD-R Spindle, 100/Pack - Staples
1103|24|68.88|Regular Air|1.31|2.78|Ralph Kennedy|British Columbia|Corporate|Office Supplies|Binders and Binder Accessories|Acco Suede Grain Vinyl Round Ring Binder
1104|11|110.79|Regular Air|-11.13|10.48|Lela Donovan|British Columbia|Corporate|Office Supplies|Pens & Art Supplies|Staples Battery-Operated Desktop Pencil Sharpener
1105|44|823.63|Regular Air|375.02|18.65|Ralph Kennedy|British Columbia|Corporate|Furniture|Office Furnishings|3M Polarizing Light Filter Sleeves
1106|42|286.73|Regular Air|-141.51|6.48|Ralph Kennedy|British Columbia|Corporate|Office Supplies|Paper|Xerox 220
1107|44|3819.42|Delivery Truck|-821.87|89.99|Lena Hernandez|British Columbia|Home Office|Furniture|Chairs & Chairmats|Global Leather Task Chair, Black
1108|42|208.78|Regular Air|24.87|5.08|Lena Hernandez|British Columbia|Home Office|Furniture|Office Furnishings|Master Caster Door Stop, Brown
1109|6|647.78|Delivery Truck|-144.87|100.98|Shahid Hopkins|British Columbia|Small Business|Furniture|Bookcases|Bush Westfield Collection Bookcases, Fully Assembled
1110|49|2692.6895|Regular Air|768.32|65.99|Kristina Nunn|British Columbia|Consumer|Technology|Telephones and Communication|6162i
1111|38|151.19|Regular Air|60.63|3.78|Kristina Nunn|British Columbia|Consumer|Office Supplies|Rubber Bands|Staples Bulldog Clip
1112|16|102.73|Regular Air|16.33|5.98|Greg Maxwell|British Columbia|Home Office|Office Supplies|Envelopes|Wausau Papers Astrobrights? Colored Envelopes
1113|4|167.37|Regular Air|-132.15|43.22|Vicky Freymann|British Columbia|Home Office|Technology|Computer Peripherals|Fellowes Mobile Numeric Keypad, Graphite
1114|18|1026.6385|Regular Air|-201.05|65.99|Vicky Freymann|British Columbia|Home Office|Technology|Telephones and Communication|iDENi80s
1115|40|2405.4575|Regular Air|571.54|65.99|Rob Dowd|British Columbia|Corporate|Technology|Telephones and Communication|5190
1116|20|2162.8165|Regular Air|223.25|125.99|Lena Hernandez|British Columbia|Home Office|Technology|Telephones and Communication|M70
1117|27|399.76|Regular Air|48.13|14.56|Lela Donovan|British Columbia|Corporate|Office Supplies|Appliances|Acco 6 Outlet Guardian Premium Surge Suppressor
1118|22|5393.27|Delivery Truck|353.72|270.97|Lela Donovan|British Columbia|Corporate|Technology|Office Machines|Epson LQ-570e Dot Matrix Printer
1119|9|264.63|Express Air|-66.78|27.48|Mark Cousins|British Columbia|Home Office|Technology|Computer Peripherals|Belkin MediaBoard 104- Keyboard
1120|34|239.3|Regular Air|41.31|6.98|Ricardo Emerson|British Columbia|Corporate|Furniture|Office Furnishings|G.E. Halogen Desk Lamp Bulbs
1121|38|260.41|Express Air|-45.75|5.98|Ricardo Emerson|British Columbia|Corporate|Office Supplies|Paper|Xerox 1947
1122|50|3075.83|Regular Air|1207.91|60.98|Liz Price|British Columbia|Corporate|Technology|Computer Peripherals|Imation 5.2GB DVD-RAM
1123|24|73.37|Regular Air|16.1|3.08|Liz Price|British Columbia|Corporate|Office Supplies|Labels|Avery 481
1124|50|527.6|Regular Air|221.59|10.31|Liz Price|British Columbia|Corporate|Office Supplies|Paper|"Speediset Carbonless Redi-Letter? 7"" x 8 1/2"""
1125|32|4800.44|Regular Air|1912.92|150.98|Rob Dowd|British Columbia|Corporate|Technology|Office Machines|Canon MP41DH Printing Calculator
1126|29|271.33|Regular Air|-191.09|9.71|Rob Dowd|British Columbia|Corporate|Office Supplies|Storage & Organization|Filing/Storage Totes and Swivel Casters
1127|2|206.68|Regular Air|-156.47|80.98|Mark Cousins|British Columbia|Home Office|Office Supplies|Storage & Organization|Carina Double Wide Media Storage Towers in Natural & Black
1128|19|36.75|Regular Air|-9.82|1.88|Giulietta Weimer|British Columbia|Home Office|Office Supplies|Binders and Binder Accessories|Staples? General Use 3-Ring Binders
1129|41|1115.2|Regular Air|301.31|29.89|Giulietta Weimer|British Columbia|Home Office|Technology|Computer Peripherals|Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS
1130|6|97.86|Regular Air|-21.09|14.98|Liz Price|British Columbia|Corporate|Furniture|Office Furnishings|GE 4 Foot Flourescent Tube, 40 Watt
1131|42|173.44|Regular Air|-172.4|4.14|Sally Knutson|British Columbia|Consumer|Furniture|Office Furnishings|Eldon Image Series Black Desk Accessories
1132|31|7477.78|Delivery Truck|883.29|260.98|Liz Price|British Columbia|Corporate|Furniture|Bookcases|Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors
1133|24|270.39|Regular Air|-30.42|10.52|Liz Price|British Columbia|Corporate|Furniture|Office Furnishings|Ultra Door Pull Handle
1134|30|201.35|Express Air|-107.37|5.98|Liz Price|British Columbia|Corporate|Office Supplies|Paper|Xerox 1920
1135|5|15.38|Regular Air|1.61|2.89|Gene Hale|British Columbia|Consumer|Office Supplies|Labels|Avery 498
1136|22|43.97|Regular Air|-9.05|1.88|Shahid Shariari|British Columbia|Corporate|Office Supplies|Binders and Binder Accessories|Staples? General Use 3-Ring Binders
1137|39|6152.52|Delivery Truck|768.06|160.98|Justin Hirsh|British Columbia|Consumer|Furniture|Chairs & Chairmats|Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms
1138|5|20.17|Regular Air|-15.42|3.28|Shahid Shariari|British Columbia|Consumer|Office Supplies|Pens & Art Supplies|Newell 342
1139|21|235.98|Regular Air|11.82|10.98|Shahid Shariari|British Columbia|Consumer|Office Supplies|Scissors, Rulers and Trimmers|Fiskars? Softgrip Scissors
1140|19|195.96|Regular Air|-104.82|10.97|Giulietta Weimer|British Columbia|Corporate|Technology|Computer Peripherals|Micro Innovations 104 Keyboard
1141|34|6607.92|Regular Air|1462.72|199.99|Lela Donovan|British Columbia|Corporate|Technology|Copiers and Fax|Canon PC-428 Personal Copier
1142|30|278.94|Regular Air|-143.7|9.06|Ralph Kennedy|British Columbia|Corporate|Office Supplies|Paper|Southworth 25% Cotton Linen-Finish Paper & Envelopes
1143|42|8549.04|Regular Air|2861.01|194.3|Vicky Freymann|British Columbia|Home Office|Furniture|Office Furnishings|Electrix Halogen Magnifier Lamp
1144|15|670.94|Regular Air|87.51|45.19|Thomas Brumley|British Columbia|Consumer|Technology|Computer Peripherals|Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus
1145|36|9544.18|Express Air|3392.88|256.99|Ralph Kennedy|British Columbia|Corporate|Technology|Computer Peripherals|Hayes Optima 56K V.90 Internal Voice Modem
1146|8|32.92|Regular Air|-7.73|3.95|Ralph Kennedy|British Columbia|Corporate|Office Supplies|Rubber Bands|Advantus Map Pennant Flags and Round Head Tacks
1147|11|336.91|Regular Air|42.5|30.98|Ralph Kennedy|British Columbia|Corporate|Office Supplies|Paper|Xerox 1979
1148|20|138.52|Regular Air|-895.24|4.48|Khloe Miller|British Columbia|Home Office|Office Supplies|Appliances|Hoover Portapower? Portable Vacuum
1149|11|1735.59|Delivery Truck|-506.43|150.89|Khloe Miller|British Columbia|Home Office|Furniture|Chairs & Chairmats|Global Leather & Oak Executive Chair, Burgundy
1150|37|443.35|Regular Air|-21.73|11.97|Kristina Nunn|British Columbia|Consumer|Office Supplies|Appliances|Staples 6 Outlet Surge
1151|41|392.61|Express Air|-100.15|9.48|Kristina Nunn|British Columbia|Consumer|Furniture|Office Furnishings|DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7
1152|4|30.85|Regular Air|-12.88|5.98|Kristina Nunn|British Columbia|Consumer|Office Supplies|Paper|Xerox 1903
1153|25|1081.22|Regular Air|130.8|43.98|Mark Cousins|British Columbia|Corporate|Office Supplies|Pens & Art Supplies|Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener
1154|14|36.41|Regular Air|-31.45|2.23|Mark Cousins|British Columbia|Corporate|Furniture|Office Furnishings|Eldon Pizzaz? Desk Accessories
1155|45|5205.83|Delivery Truck|-818.77|124.49|Sally Knutson|British Columbia|Small Business|Furniture|Tables|Bevis 36 x 72 Conference Tables
1156|32|3416.38|Delivery Truck|-1142.2|100.98|Shahid Shariari|British Columbia|Consumer|Furniture|Bookcases|Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled
1157|14|142.81|Regular Air|39.64|10.14|Shahid Shariari|British Columbia|Consumer|Office Supplies|Paper|"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack"
1158|24|4636.62|Regular Air|-318.45|209.37|Sally Knutson|British Columbia|Consumer|Furniture|Tables|Hon 2111 Invitation? Series Corner Table
1159|20|100.11|Regular Air|-41.7|4.98|Sally Knutson|British Columbia|Consumer|Office Supplies|Paper|Staples Copy Paper (20Lb. and 84 Bright)
1160|36|5140.08|Delivery Truck|-582.43|145.98|Sally Knutson|British Columbia|Home Office|Furniture|Tables|Bevis Rectangular Conference Tables
1161|14|633.08|Express Air|145.48|42.98|Sally Knutson|British Columbia|Corporate|Office Supplies|Appliances|Belkin F9M820V08 8 Outlet Surge
1162|22|110.42|Regular Air|-36.6|5.08|Sally Knutson|British Columbia|Corporate|Furniture|Office Furnishings|Master Caster Door Stop, Gray
1163|5|25.34|Regular Air|-21.29|4.06|Justin Hirsh|British Columbia|Consumer|Office Supplies|Appliances|Eureka Disposable Bags for Sanitaire? Vibra Groomer I? Upright Vac
1164|11|178.57|Regular Air|-37.39|15.28|Justin Hirsh|British Columbia|Consumer|Office Supplies|Binders and Binder Accessories|Recycled Premium Regency Composition Covers
1165|24|265.35|Regular Air|-128.69|9.99|Khloe Miller|British Columbia|Home Office|Office Supplies|Paper|Hammermill Color Copier Paper (28Lb. and 96 Bright)
1166|41|1993.94|Regular Air|931.7|48.04|Khloe Miller|British Columbia|Home Office|Office Supplies|Paper|Xerox 1937
1167|3|24.73|Regular Air|-10.77|6.68|Khloe Miller|British Columbia|Home Office|Office Supplies|Paper|Xerox 1986
1168|25|1809.0125|Regular Air|795.05|85.99|Shahid Shariari|British Columbia|Corporate|Technology|Telephones and Communication|Accessory12
1169|1|31.96|Regular Air|-74.64|29.89|Ralph Kennedy|British Columbia|Corporate|Technology|Computer Peripherals|Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS
1170|25|767.26|Regular Air|-29.56|30.97|Giulietta Weimer|British Columbia|Home Office|Technology|Computer Peripherals|Microsoft Multimedia Keyboard
1171|40|253.89|Regular Air|-103.77|6.48|Giulietta Weimer|British Columbia|Home Office|Office Supplies|Paper|Xerox 1894
1172|20|127.9|Regular Air|-80.41|6.48|Giulietta Weimer|British Columbia|Home Office|Office Supplies|Paper|Xerox 210
1173|44|73.64|Regular Air|-58.87|1.7|Heather Jas|British Columbia|Corporate|Technology|Computer Peripherals|BASF Silver 74 Minute CD-R
1174|13|603.347|Regular Air|142.98|55.99|Vicky Freymann|British Columbia|Home Office|Technology|Telephones and Communication|Accessory32
1175|44|770.53|Regular Air|30.17|16.91|Vicky Freymann|British Columbia|Home Office|Office Supplies|Storage & Organization|Tenex Personal Self-Stacking Standard File Box, Black/Gray
1176|40|7813.7|Regular Air|2154.33|199.99|Philisse Overcash|British Columbia|Small Business|Technology|Copiers and Fax|Canon PC-428 Personal Copier
1177|31|164.92|Regular Air|-54.36|4.98|Philisse Overcash|British Columbia|Small Business|Office Supplies|Paper|Xerox 190
1178|8|507.74|Regular Air|-118.54|55.5|Mark Cousins|British Columbia|Home Office|Furniture|Office Furnishings|Eldon Cleatmat? Chair Mats for Medium Pile Carpets
1179|30|12600.99|Delivery Truck|2963.48|442.14|Mark Cousins|British Columbia|Home Office|Technology|Office Machines|Okidata ML390 Turbo Dot Matrix Printers
1180|47|181.13|Regular Air|-11.39|3.69|Shahid Hopkins|British Columbia|Small Business|Office Supplies|Envelopes|Colored Envelopes
1181|9|206.04|Regular Air|-49.81|20.28|Khloe Miller|British Columbia|Corporate|Furniture|Office Furnishings|"Career Cubicle Clock, 8 1/4"", Black"
1182|22|668.39|Regular Air|344.61|30.93|Mark Cousins|British Columbia|Home Office|Furniture|Office Furnishings|Advantus Employee of the Month Certificate Frame, 11 x 13-1/2
1183|16|4657.35|Delivery Truck|322.66|297.48|Mark Cousins|British Columbia|Home Office|Technology|Office Machines|Panasonic KX-P3200 Dot Matrix Printer
1184|7|2097.94|Delivery Truck|-404.05|296.18|Mark Cousins|British Columbia|Home Office|Furniture|Tables|Hon 94000 Series Round Tables
1185|44|246|Regular Air|-207.36|5.78|Mark Cousins|British Columbia|Corporate|Office Supplies|Paper|Xerox 196
1186|23|871.32|Regular Air|315.16|40.99|Trudy Schmidt|British Columbia|Small Business|Office Supplies|Paper|Xerox 1919
1187|8|468.49|Regular Air|-6.37|56.96|Rob Dowd|British Columbia|Corporate|Office Supplies|Appliances|Conquest? 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit
1188|48|446.53|Express Air|-261.45|8.37|Rob Dowd|British Columbia|Corporate|Furniture|Office Furnishings|Westinghouse Clip-On Gooseneck Lamps
1189|5|217.85|Express Air|-25.31|40.99|Rob Dowd|British Columbia|Corporate|Office Supplies|Paper|Xerox 1893
1190|44|4260.73|Delivery Truck|251.58|119.99|Neil Knudson|British Columbia|Home Office|Technology|Office Machines|Hewlett-Packard 2600DN Business Color Inkjet Printer
1191|22|196.75|Express Air|0.13|7.96|Khloe Miller|British Columbia|Corporate|Furniture|Office Furnishings|Staples Plastic Wall Frames
1192|40|1477.39|Regular Air|641.4|37.7|Rob Dowd|British Columbia|Corporate|Office Supplies|Binders and Binder Accessories|Vinyl Sectional Post Binders
1193|37|740.14|Regular Air|29.73|19.98|Cathy Armstrong|British Columbia|Consumer|Furniture|Office Furnishings|12-1/2 Diameter Round Wall Clock
1194|8|16.47|Regular Air|-6.82|2.08|Mark Cousins|British Columbia|Corporate|Office Supplies|Binders and Binder Accessories|Round Ring Binders
1195|5|173.62|Delivery Truck|-88.64|33.94|Mark Cousins|British Columbia|Corporate|Furniture|Chairs & Chairmats|Metal Folding Chairs, Beige, 4/Carton
1196|50|690.97|Regular Air|-16.94|13.79|Mark Cousins|British Columbia|Corporate|Furniture|Office Furnishings|9-3/4 Diameter Round Wall Clock
1197|21|2024.0285|Regular Air|4.9|125.99|Thomas Brumley|British Columbia|Consumer|Technology|Telephones and Communication|StarTAC 6500
1198|40|4054.058|Regular Air|914.19|125.99|Greg Maxwell|British Columbia|Home Office|Technology|Telephones and Communication|i2000
1199|34|2833.19|Express Air|1409.87|83.98|Vicky Freymann|British Columbia|Home Office|Office Supplies|Envelopes|Ames Color-File? Green Diamond Border X-ray Mailers
1200|30|4452.65|Delivery Truck|-265.12|159.31|Vicky Freymann|British Columbia|Home Office|Furniture|Tables|Hon Non-Folding Utility Tables
1201|29|321.95|Express Air|20.76|10.98|Shahid Shariari|British Columbia|Corporate|Office Supplies|Scissors, Rulers and Trimmers|Fiskars? Softgrip Scissors
1202|39|13244.04|Delivery Truck|275.93|348.21|Shahid Shariari|British Columbia|Corporate|Furniture|Tables|Bretford CR4500 Series Slim Rectangular Table
1203|13|1193.62|Delivery Truck|-304.47|89.99|Shahid Shariari|British Columbia|Consumer|Furniture|Chairs & Chairmats|Global Leather Task Chair, Black
1204|47|363.23|Regular Air|40.58|7.59|Shahid Shariari|British Columbia|Consumer|Furniture|Office Furnishings|Master Giant Foot? Doorstop, Safety Yellow
1205|27|2780.88|Express Air|595.38|105.34|Tony Chapman|British Columbia|Consumer|Furniture|Office Furnishings|Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting
1206|16|33.76|Regular Air|-7.15|2.08|Neil Knudson|British Columbia|Corporate|Office Supplies|Binders and Binder Accessories|Economy Binders
1207|19|3537.39|Delivery Truck|232.78|180.98|Neil Knudson|British Columbia|Corporate|Furniture|Chairs & Chairmats|Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms
1208|18|986.24|Express Air|68.9|53.98|Neil Knudson|British Columbia|Corporate|Technology|Computer Peripherals|Nu-Form 106-Key Ergonomic Keyboard w/ Touchpad
1209|15|81.66|Regular Air|-31.99|4.98|Neil Knudson|British Columbia|Corporate|Office Supplies|Paper|Xerox 1989
1210|13|49.74|Regular Air|17.7|3.75|Neil Knudson|British Columbia|Corporate|Office Supplies|Labels|Avery 496
1211|21|480.39|Regular Air|144.66|22.23|Lela Donovan|British Columbia|Corporate|Furniture|Office Furnishings|"Executive Impressions 14"" Contract Wall Clock with Quartz Movement"
1212|44|11904.55|Delivery Truck|3909.33|270.97|Mike Vittorini|British Columbia|Small Business|Technology|Office Machines|Epson LQ-570e Dot Matrix Printer
1213|33|332.95|Regular Air|-28.16|9.65|Heather Jas|British Columbia|Corporate|Furniture|Office Furnishings|Eldon Expressions? Desk Accessory, Wood Pencil Holder, Oak
1214|42|447.36|Regular Air|40.92|10.48|Justin Hirsh|British Columbia|Consumer|Office Supplies|Pens & Art Supplies|Staples Battery-Operated Desktop Pencil Sharpener
1215|26|53.93|Regular Air|-10.95|2.08|Rob Dowd|British Columbia|Corporate|Office Supplies|Binders and Binder Accessories|Round Ring Binders
1216|9|43.26|Regular Air|3.9|4.82|Justin Hirsh|British Columbia|Consumer|Office Supplies|Binders and Binder Accessories|Tuff Stuff? Recycled Round Ring Binders
1217|25|174.03|Regular Air|-42.37|6.48|Justin Hirsh|British Columbia|Consumer|Office Supplies|Paper|Xerox 1994
1218|44|1190.8|Regular Air|502.49|28.53|Lela Donovan|British Columbia|Corporate|Office Supplies|Binders and Binder Accessories|Lock-Up Easel 'Spel-Binder'
1219|42|121.65|Regular Air|30.76|2.88|Ralph Kennedy|British Columbia|Corporate|Office Supplies|Labels|Avery 514
1220|2|19.02|Express Air|10.73|2.08|Ralph Kennedy|British Columbia|Corporate|Furniture|Office Furnishings|Eldon? Wave Desk Accessories
1221|2|103.105|Regular Air|-316.32|65.99|Ralph Kennedy|British Columbia|Corporate|Technology|Telephones and Communication|V8160
1222|7|263.8|Regular Air|165.33|34.23|Shahid Shariari|British Columbia|Corporate|Furniture|Office Furnishings|Hand-Finished Solid Wood Document Frame
1223|28|1546.3965|Express Air|226.72|65.99|Shahid Shariari|British Columbia|Corporate|Technology|Telephones and Communication|g520
1224|11|1935.1|Delivery Truck|-42.96|170.98|Rob Dowd|British Columbia|Corporate|Furniture|Bookcases|"Rush Hierlooms Collection 1"" Thick Stackable Bookcases"
1225|45|18775.76|Delivery Truck|8504.47|400.97|Chuck Clark|British Columbia|Corporate|Technology|Office Machines|Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer
1226|48|447.89|Regular Air|-26.78|8.6|Giulietta Weimer|British Columbia|Corporate|Office Supplies|Binders and Binder Accessories|Avery Printable Repositionable Plastic Tabs
1227|12|189.19|Regular Air|-56.71|16.06|Khloe Miller|British Columbia|Home Office|Office Supplies|Storage & Organization|Letter/Legal File Tote with Clear Snap-On Lid, Black Granite
1228|28|697.5|Regular Air|169.89|23.99|Shahid Shariari|British Columbia|Corporate|Technology|Office Machines|TI 36X Solar Scientific Calculator
1229|7|497.2|Regular Air|-219.61|60.98|Justin Hirsh|British Columbia|Consumer|Office Supplies|Appliances|Euro Pro Shark Stick Mini Vacuum
1230|4|198.72|Express Air|-34.43|40.97|Khloe Miller|British Columbia|Consumer|Furniture|Office Furnishings|Dana Halogen Swing-Arm Architect Lamp
1231|8|955.29|Delivery Truck|-286.2|115.99|Ralph Kennedy|British Columbia|Corporate|Technology|Office Machines|Hewlett-Packard Deskjet 5550 Color Inkjet Printer
1232|10|109.37|Regular Air|-21.66|10.89|Shahid Hopkins|British Columbia|Small Business|Office Supplies|Appliances|Belkin 6 Outlet Metallic Surge Strip
1233|43|1461.1|Regular Air|674.46|31.78|Shahid Hopkins|British Columbia|Small Business|Technology|Computer Peripherals|Memorex 4.7GB DVD-RAM, 3/Pack
1234|1|9.75|Regular Air|-6.72|4.98|Shahid Hopkins|British Columbia|Small Business|Office Supplies|Paper|Xerox 1949
1235|8|184.07|Regular Air|75.63|22.98|Chuck Clark|British Columbia|Corporate|Furniture|Office Furnishings|"Seth Thomas 12"" Clock w/ Goldtone Case"
1236|29|573.97|Regular Air|55.82|18.97|Bill Eplett|British Columbia|Corporate|Office Supplies|Paper|Xerox 1939
1237|39|223.79|Regular Air|-89.88|5.28|Bill Eplett|British Columbia|Corporate|Office Supplies|Paper|Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)
1238|20|129.16|Regular Air|-56.15|6.48|Sarah Bern|British Columbia|Corporate|Office Supplies|Paper|Xerox 1894
1239|29|843.55|Regular Air|168.76|30.98|Mark Cousins|British Columbia|Corporate|Office Supplies|Paper|Xerox 1979
1240|40|260.96|Regular Air|-96.7|6.48|Lena Hernandez|British Columbia|Home Office|Office Supplies|Paper|Xerox 1894
1241|47|263.81|Regular Air|-237.54|5.4|Shahid Shariari|British Columbia|Consumer|Office Supplies|Binders and Binder Accessories|3M Organizer Strips
1242|16|60.76|Regular Air|5.25|3.7|Khloe Miller|British Columbia|Corporate|Furniture|Office Furnishings|3M Hangers With Command Adhesive
1243|29|3636.91|Delivery Truck|-1284.24|122.99|Bill Eplett|British Columbia|Corporate|Furniture|Chairs & Chairmats|Global High-Back Leather Tilter, Burgundy
1244|8|27663.92|Regular Air|-391.92|3499.99|Tony Chapman|British Columbia|Consumer|Technology|Copiers and Fax|Canon imageCLASS 2200 Advanced Copier
1245|16|2744.361|Regular Air|201.03|195.99|Bill Eplett|British Columbia|Corporate|Technology|Telephones and Communication|T28 WORLD
1246|49|1201.934|Regular Air|47.42|28.99|Shahid Hopkins|British Columbia|Small Business|Technology|Telephones and Communication|SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp
1247|38|395.84|Regular Air|8.42|9.77|Shahid Hopkins|British Columbia|Small Business|Furniture|Office Furnishings|DAX Solid Wood Frames
1248|31|206.54|Regular Air|-178.82|6.48|Cathy Armstrong|British Columbia|Consumer|Office Supplies|Paper|Xerox 1993
1249|25|318.14|Regular Air|49.67|12.28|Bill Eplett|British Columbia|Corporate|Office Supplies|Paper|Xerox 1907
1250|5|177.05|Regular Air|-50.67|35.41|Patrick O'Brill|British Columbia|Home Office|Technology|Computer Peripherals|Imation DVD-RAM discs
1251|40|1184.03|Regular Air|-20.79|30.73|Giulietta Weimer|British Columbia|Home Office|Technology|Computer Peripherals|Fellowes 17-key keypad for PS/2 interface
1252|27|4722.83|Regular Air|1749.78|165.98|Sally Knutson|British Columbia|Consumer|Office Supplies|Binders and Binder Accessories|GBC DocuBind P100 Manual Binding Machine
1253|23|130.16|Regular Air|-49.53|5.98|Marc Harrigan|British Columbia|Home Office|Office Supplies|Paper|Xerox 1974
1254|1|5.06|Regular Air|-2.64|3.14|John Grady|British Columbia|Corporate|Office Supplies|Scissors, Rulers and Trimmers|Serrated Blade or Curved Handle Hand Letter Openers
1255|4|103.9|Express Air|-19.26|22.98|Khloe Miller|Nova Scotia|Home Office|Furniture|Office Furnishings|"Seth Thomas 12"" Clock w/ Goldtone Case"
1256|35|1327.59|Express Air|371.28|37.74|Tony Chapman|Nova Scotia|Consumer|Office Supplies|Pens & Art Supplies|Panasonic KP-150 Electric Pencil Sharpener
1257|39|3401.8|Express Air|-508.87|95.43|Tony Chapman|Nova Scotia|Consumer|Office Supplies|Storage & Organization|Fellowes Stor/Drawer? Steel Plus? Storage Drawers
1258|44|181.61|Regular Air|-150.26|4.13|Ralph Kennedy|Nova Scotia|Corporate|Office Supplies|Binders and Binder Accessories|ACCOHIDE? Binder by Acco
1259|35|111.55|Regular Air|-54.25|3.14|Ralph Kennedy|Nova Scotia|Corporate|Office Supplies|Scissors, Rulers and Trimmers|Serrated Blade or Curved Handle Hand Letter Openers
1260|36|1435.95|Regular Air|486.9|39.24|Trudy Schmidt|Nova Scotia|Small Business|Technology|Computer Peripherals|Verbatim DVD-R 4.7GB authoring disc
1261|28|961.06|Regular Air|361.82|34.23|Trudy Schmidt|Nova Scotia|Small Business|Furniture|Office Furnishings|Hand-Finished Solid Wood Document Frame
1262|19|146.63|Express Air|-30.06|6.48|Gene Hale|Nova Scotia|Consumer|Office Supplies|Paper|Xerox 1894
1263|35|2506.2675|Regular Air|1160.58|85.99|Gene Hale|Nova Scotia|Consumer|Technology|Telephones and Communication|Accessory20
1264|23|188.54|Regular Air|9.82|8.33|Sarah Bern|Nova Scotia|Corporate|Technology|Computer Peripherals|80 Minute Slim Jewel Case CD-R , 10/Pack - Staples
1265|19|359.68|Regular Air|187.15|18.65|Justin Hirsh|Nova Scotia|Consumer|Furniture|Office Furnishings|3M Polarizing Light Filter Sleeves
